商品ｺｰﾄﾞ,商品名,単位,種別,主仕入先ｺｰﾄﾞ,1
S701185I01009,BZG9875T 10-9438 ﾑﾗｻｷﾒﾀ I,kg,001,701185,1
S701185I01010,BZG9875T 12-0014 ｸﾛ　I,ｋｇ,001,701185,1
S701185I01011,BZG9875T 12-2232 ｸﾞﾚｰ　I,ｋｇ,001,701185,1
S701185I01012,BZG9875T 16-1535 ｸﾞﾘｰﾝ I,kg,001,701185,1
S701185I01013,BZG9875T 18-2383 ﾁｬ　I,ｋｇ,001,701185,1
S701185I01014,BZG9875T 18-2584 ﾁｬ I,ｋｇ,001,701185,1
S701185I01015,BZG9875T 10-7347 ｱｶﾒﾀﾘｯｸ　I,ｋｇ,001,701185,1
S701185I01016,BZG9875T 10-8717 ｱｵﾒﾀﾘｯｸ I,ｋｇ,001,701185,1
S701185I01017,BZG9875T 11-1640 ｼﾛ I,ｋｇ,001,701185,1
S701185I01018,BZG9875T 18-2707 ﾀﾞｰｸﾌﾞﾗｳﾝ,ｋｇ,001,701185,1
S701185I01019,BZG9875T 15-2195 ｼﾄﾗｽｲｴﾛｰ,ｋｇ,001,701185,1
S701185I01020,BZG9875T 17-1683 ﾌﾞﾙｰｸﾞﾚｰ,ｋｇ,001,701185,1
S701185I01101,ENGAGE7447,ｋｇ,001,701185,1
S701185I01102,ENGAGE8200　※シヨウシナイ,ｋｇ,001,701185,1
S701185I01201,EVA EV260,ｋｇ,001,701185,1
S701185I01202,EVA EV460,ｋｇ,001,701185,1
S701185I01203,EVAFREX EV45LX,ｋｇ,001,701185,1
S701185I01301,HM(ﾊｲﾐﾗﾝ) 1707,ｋｇ,001,701185,1
S701185I01401,KBC0983A 38-3466 ﾌﾞﾗｳﾝ I,ｋｇ,001,701185,1
S701185I01501,KBC8586P 38-2511 ｺｽﾓﾌﾞﾗｯｸ I,ｋｇ,001,701185,1
S701185I01502,KBC8586P 38-3288 ﾌﾞﾗｳﾝ,ｋｇ,001,701185,1
S701185I01601,KBC8586Q 38-3288 ﾌﾞﾗｳﾝ,ｋｇ,001,701185,1
S701185I01701,KBC8596N 38-3309ﾁｬ(KBV0329A改良品),ｋｇ,001,701185,1
S701185I01702,KBC8596N 38-3310ﾗｲﾄﾌﾞﾗｳﾝ(KBV0329A改,ｋｇ,001,701185,1
S701185I01703,KBC8596N 95-0326ｱｲﾎﾞﾘｰ(KBV0329A改良),ｋｇ,001,701185,1
S701185I01704,KBC8941N 32-2503 ｸﾞﾚｰ I,ｋｇ,001,701185,1
S701185I01801,KBV0329A 95-0326 ｱｲﾎﾞﾘｰ　I,ｋｇ,001,701185,1
S701185I01901,KBV0396A KH-8111 白,Kｇ,001,701185,1
S701185I02001,KBV9735N 48-1784 ﾁｬ(50kg注文時)　I,kg,001,701185,1
S701185I02101,KBV9804N 42-0414 ｸﾛ　I,ｋｇ,001,701185,1
S701185I02201,LN8082 12-0014　I,ｋｇ,001,701185,1
S701185I02202,LN8082 25-1420 ﾍﾞｰｼﾞｭ　I,ｋｇ,001,701185,1
S701185I02203,LN8082 85-0558 ｼﾛ (ｸﾚﾄｲｼ製品)　I,ｋｇ,001,701185,1
S701185I02301,NS-1613 22-0287 ｸﾞﾚｰ　I,ｋｇ,001,701185,1
S701185I02302,NS-1613 85-0515 ｱｲﾎﾞﾘｰ　I,ｋｇ,001,701185,1
S701185I02401,PEONY WHITE LF-1060,ｋｇ,001,701185,1
S701185I02501,RE-3332 94-0676 ﾋﾟﾝｸ(34-4136に変更)I,ｋｇ,001,701185,1
S701185I02511,RE-3153 42-0414 ｸﾛ I,ｋｇ,001,701185,1
S701185I02601,SE855 黒 I,ｋｇ,001,701185,1
S701185I02701,TR-7069S 45-1343 ﾍﾞｰｼﾞｭ　I,ｋｇ,001,701185,1
S701185I02702,TR-7069S 95-0342 ｱｲﾎﾞﾘｰ (ｸﾚﾄｲｼ製品)I,ｋｇ,001,701185,1
S701185I02801,ｶﾘﾊﾞｰ 301-6 SHA02,ｋｇ,001,701185,1
S701185I02901,ｻｰﾓﾗﾝ 5013 (ﾌﾟﾛﾃｸﾄｶﾊﾞｰ原料),ｋｇ,001,701185,1
S701185I03001,ｻﾝﾀｯｸ ET-70 ﾅﾁｭﾗﾙ　300kg以上,ｋｇ,001,701185,1
S701185I03002,ｻﾝﾀｯｸ ET-70 ﾅﾁｭﾗﾙ　300kg未満,ｋｇ,001,701185,1
S701185I03101,ｾﾞﾗｽ T331C ﾅﾁｭﾗﾙ (旧ﾗﾊﾞﾛﾝ),ｋｇ,001,701185,1
S701185I03201,ﾃﾌｧﾌﾞﾛｯｸ A1800N (旧ﾌﾟﾘﾏﾛｲ)　I,kg,001,701185,1
S701185I03202,ﾃﾌｧﾌﾞﾛｯｸ B1800N (旧ﾌﾟﾘﾏﾛｲ)　I,kg,001,701185,1
S701185I03203,ﾃﾌｧﾌﾞﾛｯｸ B1900NS (旧ﾌﾟﾘﾏﾛｲ)　I,kg,001,701185,1
S701185I03204,ﾃﾌｧﾌﾞﾛｯｸ C1701N (旧ﾌﾟﾘﾏﾛｲ)　I,kg,001,701185,1
S701185I03301,ﾄﾖﾗｯｸ ABS700(消音樹脂材用),ｋｇ,001,701185,1
S701185I03401,ﾊﾞｲｵﾏｯｸｽ PTT1002,ｋｇ,001,701185,1
S701185I03501,ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ E-150GK（300kg～）,ｋｇ,001,701185,1
S701185I03502,ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ E-150GK（300kg未満）,ｋｇ,001,701185,1
S701185I03503,ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ E7000 25～75kg,ｋｇ,001,701185,1
S701185I03601,ﾓﾃﾞｨｯｸ M502,ｋｇ,001,701185,1
S701185I03701,旭化成 ｽﾀｲﾗｯｸAS783 R5802(500kg未満),ｋｇ,001,701185,1
S701185I03801,炭ｶﾙ SG-137U 大東納入価格,ｋｇ,001,701185,1
S701185I03802,炭ｶﾙ SG-137U(ﾌﾟﾛﾃｸﾄｶﾊﾞｰ原料),ｋｇ,001,701185,1
S701185I03901,ﾚｵｽﾄﾏｰ LE-3160N ｵﾌﾎﾜｲﾄ (6tﾛｯﾄ),kg,001,701185,1
S701185I03902,ﾚｵｽﾄﾏｰ LE-3160P 71-1515 ｵﾌﾎﾜｲﾄ,kg,001,701185,1
S701185I04001,BZG9875A 12-0014 ｸﾛ　I,ｋｇ,001,701185,1
S701185I04101,KBC8540N 38-3349 ﾍﾞｰｼﾞｭ(消音非鉛) I,ｋｇ,001,701185,1
S701185I04201,ﾌﾟﾗｲﾑﾎﾟﾘﾏｰ ﾊｲｾﾞｯｸｽ6300M 300kg単価,kg,001,701185,1
S701185I04202,ﾌﾟﾗｲﾑﾎﾟﾘﾏｰ ﾊｲｾﾞｯｸｽ6300M 300kg未満,kg,001,701185,1
S701185I04203,ｴﾗｽﾄﾗﾝ 1198A10TR,kg,001,701185,1
S701185I04301,BASF 1154D 50,kg,001,701185,1
S701185I04302,BASF ｴﾗｽﾄﾗﾝC70A11FGｸﾘｱ,kg,001,701185,1
S701185I04303,BASF ｴﾗｽﾄﾗﾝS80A19MSJ 合計1.5t以上,kg,001,701185,1
S701185I04304,BASF ｴﾗｽﾄﾗﾝ ﾜｯｸｽﾏｽﾀｰV,kg,001,701185,1
S701185K00101,BASF ｴﾗｽﾄﾗﾝC70A11FGｸﾘｱ,kg,001,701185,1
S701185K00102,BASF ｴﾗｽﾄﾗﾝS80A10 ｸﾘｱ,kg,001,701185,1
S701185K00103,BASF ｴﾗｽﾄﾗﾝS80A19MSJ 合計1.5t以上,kg,001,701185,1
S701185K00104,BASF ｴﾗｽﾄﾗﾝC70A11FGｸﾘｱ 合計1.5t以上,kg,001,701185,1
S701185K00110,BASF ｴﾗｽﾄﾗﾝ ﾜｯｸｽﾏｽﾀｰV,kg,001,701185,1
S701185K00111,BASF ｴﾗｽﾄﾗﾝ ﾀｯｸ改良STﾏｽﾀｰ,kg,001,701185,1
S701185K00112,BASF ｴﾗｽﾄﾗﾝ 抗菌BIﾏｽﾀｰ,kg,001,701185,1
S701185K00113,BASFｴﾗｽﾄﾗﾝ抗菌KONZ2969ﾏｽﾀｰ(Ag+）BI2,kg,001,701185,1
S701185K00120,FPU TN121MB25 BLACK,kg,001,701185,1
S701185K00121,FPU TB293MB25 BROWN,kg,001,701185,1
S702025D00101,Sachtolith HD-S,kg,001,702025,1
S703016I00101,圧縮酸素,,001,703016,1
S703026B00101,50LTE-UN　年間0～10t,kg,001,703026,1
S703026D00101,膨張黒鉛 50LTE-UN ※ｼﾖｳｼﾅｲ,kg,001,703026,1
S703035D00101,繰返し貼れるｴｯｼﾞｸｯｼｮﾝ 小 BR 包装作業,ｹ,001,703035,1
S703035D00102,繰返し貼れるｴｯｼﾞｸｯｼｮﾝ 小 CL 包装作業,ｹ,001,703035,1
S703035D00103,繰返し貼れるｴｯｼﾞｸｯｼｮﾝ 大 BR 包装作業,ｹ,001,703035,1
S703035D00104,繰返し貼れるｴｯｼﾞｸｯｼｮﾝ 大 CL 包装作業,ｹ,001,703035,1
S703066I00101,FE-788(発泡剤),ｋｇ,001,703066,1
S703066I00102,XO-9,ｋｇ,001,703066,1
S703066I00103,ｾﾙﾎﾞﾝSC-K,ｋｇ,001,703066,1
S703066I00104,ｾﾙﾎﾞﾝSC-P,ｋｇ,001,703066,1
S703066I00105,ﾋﾞﾆﾎｰﾙAC#3,ｋｇ,001,703066,1
S703095D00101,ﾍﾞﾙﾄﾗｲﾝ(65m/m押出機その他),式,001,703095,1
S703095D00201,ｹｰﾌﾞﾙﾊﾞﾝﾄﾞ20x2.0(白ﾍﾞﾙﾄ),,001,703095,1
S703095D00202,ｹｰﾌﾞﾙﾊﾞﾝﾄﾞ15x1.5(白ﾍﾞﾙﾄ),,001,703095,1
S703125D00101,LED電球,,001,703125,1
S703125D00202,部材品,,001,703125,1
S703125D00303,弁護士負担金,,001,703125,1
S703131D00101,ｼﾞﾗｺﾍﾗ白 105mm,,001,703131,1
S704016I00000,切断刃新品120x70-53x6 SKH51ｺｰﾃｨﾝｸﾞ無,個,001,704016,1
S704016I00101,ﾊｲｽ粉砕回転刃研磨 280㎜,個,001,704016,1
S704016I00102,ﾊｲｽ粉砕回転刃研磨 360mm,個,001,704016,1
S704016I00103,ﾊｲｽ粉砕回転刃研磨 20x19x45x110x4P,個,001,704016,1
S704016I00104,ﾊｲｽ粉砕回転刃研磨 25x24x50x4P,個,001,704016,1
S704016I00105,超硬切断刃研磨 150x70x1.0 四面研磨,個,001,704016,1
S704016I00201,ﾊｲｽ粉砕固定刃研磨 280㎜,個,001,704016,1
S704016I00202,ﾊｲｽ粉砕固定刃研磨 360mm,個,001,704016,1
S704026I00101,ENEOS INDUSTRIAL ｽｰﾊﾟｰﾏﾙﾊﾟｽDX32 20L,缶,001,704026,1
S704026I00102,JXTGｴﾈﾙｷﾞｰ ﾕﾆｳｪｲ EV68 20L,缶,001,704026,1
S704031D00101,梅田歩道橋照明ｶﾊﾞｰ NC加工(ﾛｯﾄ100本),,001,704031,1
S704031D00102,梅田歩道橋照明ｶﾊﾞｰ NC加工(200本ﾛｯﾄ),,001,704031,1
S704031I00103,拡散U字ｶﾊﾞｰ NC加工費 (梅田歩道橋),,001,704031,1
S704041D00000,EC販売 委託料,,001,704041,1
S704041D00001,EC販売 AmazonFBAへの送料,,001,704041,1
S704041D00002,EC販売 商品梱包用袋,,001,704041,1
S704041D00101,ﾁﾗｼ印刷費用,set,001,704041,1
S704046I00101,JIS20号 ﾗﾍﾞﾙ巻 25x32mm 30000枚,箱,001,704046,1
S704065D00101,硬質樹脂用切断刃 SKS2 210x(72)x1,枚,001,704065,1
S704075H00101,大谷労務管理事務所　労務報酬,,001,704075,1
S704085H00101,どこでもｺﾈｸﾄﾗｲﾝｲﾝﾀｰﾈｯﾄ利用ﾀｲﾌﾟ,,001,704085,1
S704085H00102,どこでもｺﾈｸﾄﾘﾓｰﾄ/ﾍﾞｰｼｯｸ,,001,704085,1
S704085H00201,たよれーる保守料金 ﾗｲｾﾝｽ5年ﾊﾟｯｸ,,001,704085,1
S704085H00202,たよれーる保守契約料金 SG2212G,,001,704085,1
S704085H00203,たよれーる保守料金 SATA100GB,,001,704085,1
S704085H00204,たよれーる(保守契約)料SMILEV販売本体,式,001,704085,1
S704085H00205,たよれーる(保守契約)SMILE販売WAN,,001,704085,1
S704085H00206,たよれーる(保守契約)ﾏﾙﾁﾗｲﾀｰ,,001,704085,1
S704085I00101,たよれ～る(保守契約)料金,,001,704085,1
S704085I00201,どこでもｺﾈｸﾄﾗｲﾝｲﾝﾀｰ ﾈｯﾄ利用ﾀｲﾌﾟ,,001,704085,1
S704085I00301,どこでもｺﾈｸﾄﾘﾓｰﾄ/ﾍﾞｰｼｯｸ,,001,704085,1
S704085K00101,ﾊﾟﾌｫｰﾏﾝｽﾁｬｰｼﾞ　大東,,001,704085,1
S704141D00101,ｸﾘｰﾝﾛｰﾗｰ用POMｼｬﾌﾄ,,001,704141,1
S704145D00101,NSF：APA-100（太平化学産業）（25㎏～,kg,001,704145,1
S704145D00102,NSF:APAｰ100（太平化学産業）(200㎏～,kg,001,704145,1
S704145D00201,UMG製ｰABS EX270(黒) 300kg未満,kg,001,704145,1
S704145D00301,ｻﾝｱﾛﾏｰPP VB170A,kg,001,704145,1
S704145D00401,ｾﾛｹﾞﾝBSH-12（第一工業製薬）20kg袋,kg,001,704145,1
S704145D00501,ﾀｲｴﾝC=Ⅱ（太平化学産業）（25kg～）,kg,001,704145,1
S704145D00502,ﾀｲｴﾝC=Ⅱ（太平化学産業）（300kg～）,kg,001,704145,1
S704145D00601,ﾀｲｴﾝE（太平化学産業）（25kg～）,kg,001,704145,1
S704145D00602,ﾀｲｴﾝE（太平化学産業）（300kg～）,kg,001,704145,1
S704145D00701,ﾀﾞｳｹﾐｶﾙ ENGAGE8540,kg,001,704145,1
S704145D00801,ﾀﾞｳｹﾐｶﾙ ENGAGE8100 100㎏以上ロット,kg,001,704145,1
S704145D00901,ﾀﾞｳｹﾐｶﾙ ENGAGE8200 100㎏以上ロット,kg,001,704145,1
S704145D00902,ﾀﾞｳｹﾐｶﾙ ENGAGE8480 25㎏以上ロット,kg,001,704145,1
S704145D01001,ﾀﾞｳｹﾐｶﾙ INFUSE9107 ﾛｯﾄ20kg,kg,001,704145,1
S704145D01002,ﾀﾞｳｹﾐｶﾙ INFUSE9107 ﾛｯﾄ100kg以上,kg,001,704145,1
S704145D01101,ﾀﾞｳｹﾐｶﾙ INFUSE9507 ﾛｯﾄ20㎏,kg,001,704145,1
S704145D01201,ﾉﾌｱﾛｲTZ-660-7612-BK　20kg,kg,001,704145,1
S704145D01301,ﾘｹﾏｽﾀｰ EXR-060,kg,001,704145,1
S704145D01401,理研ﾋﾞﾀﾐﾝ ﾘｹﾏｽﾀｰELM-080 ﾛｯﾄ25kg,kg,001,704145,1
S704145D01501,ｻﾝﾌﾚｯｼｭST-500MPSA(三洋化成工業)20kg,kg,001,704145,1
S704145D01601,ﾒﾀﾌﾞﾚﾝL-1000,kg,001,704145,1
S704145D01701,CP/PEC-A204149(黒)（LOT:300㎏～）,kg,001,704145,1
S704145I00101,CP/PMC-A192198（ｱｸﾘﾙ/高濃度拡散材入,kg,001,704145,1
S704165B00101,ﾎﾟﾘ袋 06x500x900(膨張性黒鉛に使用),枚,001,704165,1
S704165D00101,OSﾃｰﾌﾟ 1号 (Pﾅﾜ),,001,704165,1
S704165D00201,PE袋 0.04x175x170,枚,001,704165,1
S704165D00301,ｵｶﾓﾄｺﾞﾑﾊﾞﾝﾄﾞ No.10 (500g),,001,704165,1
S704165D00401,ｶｰﾄﾝ 640PF 50x50 透明,,001,704165,1
S704165D00501,ｶｯﾄ代 ﾎﾟﾘﾁｭｰﾌﾞ1670mm,,001,704165,1
S704165D00601,使用ｼﾅｲ,,001,704165,1
S704165D00602,ｾｷｽｲｽｰﾊﾟｰｸﾗﾌﾄﾃｰﾌﾟ50x50 #504NS(50巻入,,001,704165,1
S704165D00701,ﾋﾞﾆﾀｲﾘｰﾙ巻 青,,001,704165,1
S704165D00801,ﾌﾟﾗﾀﾞﾝ･ｻﾝﾌﾟﾗｲN4(600)540x360,,001,704165,1
S704165D00901,ﾎﾟﾘﾁｭｰﾌﾞ0.05x65 (ｶｾ巻),,001,704165,1
S704165D00902,ﾎﾟﾘﾁｭｰﾌﾞ0.1x130x500m 紙管巻,,001,704165,1
S704165D00903,ﾎﾟﾘﾁｭｰﾌﾞｶｯﾄ 0.1x130x1370,,001,704165,1
S704165D00904,ﾎﾟﾘﾁｭｰﾌﾞｶｯﾄ 0.1x130x1670,,001,704165,1
S704165D00905,ﾎﾟﾘﾁｭｰﾌﾞｶｯﾄ 0.1x130x1720,,001,704165,1
S704165D00906,ﾎﾟﾘﾁｭｰﾌﾞｶｯﾄ 0.1x130x1800,,001,704165,1
S704165D00907,ﾎﾟﾘﾁｭｰﾌﾞｶｯﾄ0.05x65x860,,001,704165,1
S704165D01001,ﾎﾟﾘ袋 (大)05x540x600 200枚,,001,704165,1
S704165D01002,ﾎﾟﾘ袋 02x180x270 NO.10,,001,704165,1
S704165D01003,ﾎﾟﾘ袋 03x150x250(NO.9)配線用,,001,704165,1
S704165D01004,ﾎﾟﾘ袋 03x50x60 割れﾊﾟｲﾌﾟ3本ｲﾘ用,,001,704165,1
S704165D01005,ﾎﾟﾘ袋 03x50x90 割れﾊﾟｲﾌﾟ4本入用,,001,704165,1
S704165D01006,ﾎﾟﾘ袋 04x170x170,,001,704165,1
S704165D01007,ﾎﾟﾘ袋 04x330x480,,001,704165,1
S704165D01008,使用ｼﾅｲ ﾎﾟﾘ袋 04x350x500(廃番),,001,704165,1
S704165D01009,ﾎﾟﾘ袋 05x180x320,,001,704165,1
S704165D01010,ﾎﾟﾘ袋 06x470x670,,001,704165,1
S704165D01011,ﾎﾟﾘ袋 06x500x900,,001,704165,1
S704165D01012,ﾎﾟﾘ袋(小)06x400x500,,001,704165,1
S704165D01013,ﾎﾟﾘ袋　03x100x170 ﾌﾞﾚｰｽPK5本入用,,001,704165,1
S704165D01014,ﾎﾟﾘ袋 06x500x600,,001,704165,1
S704165D01015,0.04x360x500,枚,001,704165,1
S704165D01101,ﾏｽｷﾝｸﾞ NO.2312 9X100M,巻,001,704165,1
S704165D01102,ﾏｽｷﾝｸﾞ NO.2312 9X18,巻,001,704165,1
S704165D01201,ﾐﾅﾊﾟｯｸ #401 1200x42(ﾌﾟﾁｼｰﾄ),,001,704165,1
S704175D00101,ｽｰﾊﾟｰｶｯﾀｰRT8-0100,台,001,704175,1
S710066B00101,ﾊﾟｯｷﾝ用ﾎﾞﾋﾞﾝ(段ﾎﾞｰﾙ仕様)300φ 50枚,枚,001,710066,1
S710066B00102,ﾊﾟｯｷﾝ用ﾎﾞﾋﾞﾝ(段ﾎﾞｰﾙ仕様)300φ 100枚,枚,001,710066,1
S710066D00101,ﾊﾟｯｷﾝ用ﾎﾞﾋﾞﾝφ300 x H140 (ﾛｯﾄ100個),個,001,710066,1
S710066D00102,ﾊﾟｯｷﾝ用ﾎﾞﾋﾞﾝφ300 x H140 (ﾛｯﾄ50個),個,001,710066,1
S710066I00101,ﾊﾟｯｷﾝ用ﾎﾞﾋﾞﾝ(段ﾎﾞｰﾙ仕様)300φ,枚,001,710066,1
S710085D00101,2606 ROHS B(改) 黒,Kg,001,710085,1
S710085D00102,F00027 5213(ROHS2)白№4B改(7),kg,001,710085,1
S710085I00101,1088(ROHS) 2341 ｸﾞﾚｰ,kg,001,710085,1
S710085I00102,2606(ROHS) 黒B改  A,kg,001,710085,1
S710115D00101,ﾊﾞﾝﾄﾞﾋｰﾀｰ50φX30L,個,001,710115,1
S710115I00101,ﾋｰﾀｰ 120x250x55 100V-550W 温調穴10φ,個,001,710115,1
S710125D00101,別作 ﾒﾘｰﾆｯﾊﾟｰ JZU-794,,001,710125,1
S710125D00201,ｺﾝﾄﾞﾙﾎｰﾑﾀﾞｽﾄM,,001,710125,1
S710125D00301,C16-0681ﾊﾟｰﾏﾛｯｸｼﾝﾅｰ16L,缶,001,710125,1
S710125D00401,082-1221床ﾛｯｸ#1000ﾓｽｸﾞﾘｰﾝ15k,缶,001,710125,1
S710136I00101,三菱 漏電遮断器 175A EAL付,個,001,710136,1
S710145D00101,ﾊｲﾄﾙﾅｯﾄ HTN20,個,001,710145,1
S710155D00101,法定12ヶ月定期点検基本料,,001,710155,1
S710155D00104,印紙代,,001,710155,1
S710176B00101,除雪,ｈ,001,710176,1
S710176I00101,ｴｸｾﾙｼｬﾉﾝ栗山ﾁｬｰﾀｰ(環商事)片道 4t,,001,710176,1
S710176I00102,ｴｸｾﾙｼｬﾉﾝ栗山ﾁｬｰﾀｰ(環商事)片道 6t,,001,710176,1
S710176I00103,ｴｸｾﾙｼｬﾉﾝ栗山ﾁｬｰﾀｰ(環商事)片道 10t,,001,710176,1
S710176I00201,ｴｸｾﾙｼｬﾉﾝ栗山ﾁｬｰﾀｰ(環商事)往復 4t,,001,710176,1
S710176I00202,ｴｸｾﾙｼｬﾉﾝ栗山ﾁｬｰﾀｰ(環商事)往復 6t,,001,710176,1
S710176I00203,ｴｸｾﾙｼｬﾉﾝ栗山ﾁｬｰﾀｰ(環商事)往復 10t,,001,710176,1
S710176I00301,ｹｰﾃｨｰﾋﾞｰ苫小牧ﾁｬｰﾀｰ(環商事) 6t,,001,710176,1
S710176I00401,市内ﾁｬｰﾀｰ(環商事）,台,001,710176,1
S710176I00402,Nissho入れ ﾊﾟﾚｯﾄ出荷(環商事)最低2ﾊﾟﾚ,ﾊﾟﾚ,001,710176,1
S710176I00501,北海道日新ﾁｬｰﾀｰ(環商事）4t,台,001,710176,1
S710176I00502,北海道日新ﾁｬｰﾀｰ(環商事）10t,台,001,710176,1
S710176I00601,HRD行 (路線) 50ｹｰｽまで,c/s,001,710176,1
S710176I00701,東京計器行 (路線) L=3500mm,c/s,001,710176,1
S710176I00702,東京計器行 (路線) L=1472/1652 各1cs,c/s,001,710176,1
S710176I00703,東京計器行 (路線) L=1472/1652 1cs,c/s,001,710176,1
S710176I00801,共和ｺﾞﾑ 栃木 25ｹｰｽ,c/s,001,710176,1
S710176I00901,ｾﾞﾛｺｰﾎﾟﾚｰｼｮﾝ 福井県鯖江市 5cs,c/s,001,710176,1
S710176I00902,ｾﾞﾛｺｰﾎﾟﾚｰｼｮﾝ 福井県鯖江市 6cs,c/s,001,710176,1
S710176I00903,ｾﾞﾛｺｰﾎﾟﾚｰｼｮﾝ 福井県鯖江市 10cs,c/s,001,710176,1
S710176I00904,ｾﾞﾛｺｰﾎﾟﾚｰｼｮﾝ 福井県鯖江市 11cs,c/s,001,710176,1
S710176I00905,ｾﾞﾛｺｰﾎﾟﾚｰｼｮﾝ 福井県鯖江市 12cs,c/s,001,710176,1
S711076B00701,BBL8874N 29-1713ｸﾞﾚｰ(BBL0497A硬度UP),ｋｇ,001,711076,1
S711076D00101,ｱﾏﾉﾀｲﾑｶｰﾄﾞ TA(XC専用),PC,001,711076,1
S711076D00201,ｱﾏﾉｴｸｾﾛｰﾀﾞ XC2000ﾒﾝﾃﾅﾝｽ清掃,式,001,711076,1
S711076I00102,APEX-LB ﾅﾁｭﾗﾙ(ﾎﾟﾘｶ)100～1000kg未満,ｋｇ,001,711076,1
S711076I00201,BBG0171C 12-0696 ｸﾛ3　K,ｋｇ,001,711076,1
S711076I00301,BBG0258A 27-1259 ﾌﾞﾙｰ K,ｋｇ,001,711076,1
S711076I00401,BBG8879N 18-2073 ｳｫｰﾙﾅｯﾄ K 単価確認,ｋｇ,001,711076,1
S711076I00501,BBG8897N 25-2047 ﾍﾞｰｼﾞｭ K 単価確認,ｋｇ,001,711076,1
S711076I00601,X BBL0497A 29-1713 ﾀﾞｰｸｸﾞﾚｰ K X,ｋｇ,001,711076,1
S711076I00801,BBV0382A 12-0016 ｸﾛ　K 次回単価確認,ｋｇ,001,711076,1
S711076I00901,BBV0683A 12-2107 ｸﾞﾚｰ　K,ｋｇ,001,711076,1
S711076I00902,BBV0683A 19-1065 ｸﾞﾚｰ　K,ｋｇ,001,711076,1
S711076I00903,BBV0683A 19-2025 ｸﾛ　K,ｋｇ,001,711076,1
S711076I01001,BBV9080N 12-0015 ｸﾛ　K,ｋｇ,001,711076,1
S711076I01101,BBV9080P 12-0015 ｸﾛ　K,ｋｇ,001,711076,1
S711076I01201,BBV9794S 11-1127 ｼﾛ K 次回単価確認,ｋｇ,001,711076,1
S711076I01301,BBV9794S 11-1549 ｼﾛ(軟質ﾚｰﾙｶﾊﾞｰ)K,ｋｇ,001,711076,1
S711076I01401,BZG9875T 10-7151 ｼﾛﾒﾀﾘｯｸ K,ｋｇ,001,711076,1
S711076I01402,BZG9875T 10-7156 ｼﾙﾊﾞｰ K,ｋｇ,001,711076,1
S711076I01403,BZG9875T 10-7341 ﾚｯﾄﾞﾒﾀ K,ｋｇ,001,711076,1
S711076I01405,BZG9875T 10-7351 ｱｶﾒﾀﾘｯｸ K,ｋｇ,001,711076,1
S711076I01406,BZG9875T 10-7352 ﾚｯﾄﾞﾒﾀ K,ｋｇ,001,711076,1
S711076I01407,BZG9875T 10-7414 ｵﾚﾝｼﾞﾊﾟｰﾙ K,ｋｇ,001,711076,1
S711076I01408,BZG9875T 10-7873 ﾒﾀﾘｯｸﾌﾞﾗｳﾝ K,ｋｇ,001,711076,1
S711076I01409,BZG9875T 10-7875 ﾁｬﾒﾀ K,ｋｇ,001,711076,1
S711076I01410,BZG9875T 10-8367 ｼﾙﾊﾞｰ K,ｋｇ,001,711076,1
S711076I01411,BZG9875T 10-8379 ｼﾙﾊﾞｰﾒﾀﾘｯｸ K,ｋｇ,001,711076,1
S711076I01412,BZG9875T 10-8380 ｸﾛﾒﾀﾘｯｸ K,ｋｇ,001,711076,1
S711076I01413,BZG9875T 10-8391 ｸﾛﾒﾀﾘｯｸ　K,ｋｇ,001,711076,1
S711076I01414,BZG9875T 10-8392 ｼﾙﾊﾞｰﾒﾀﾘｯｸ K,ｋｇ,001,711076,1
S711076I01415,BZG9875T 10-8396 ｼﾙﾊﾞｰ K,ｋｇ,001,711076,1
S711076I01416,BZG9875T 10-8420 ﾛｰｽﾞﾋﾟﾝｸ K,ｋｇ,001,711076,1
S711076I01417,BZG9875T 10-8629 ｸﾞﾘｰﾝﾊﾟｰﾙ　K,ｋｇ,001,711076,1
S711076I01418,BZG9875T 10-8709 ﾊﾟｰﾙﾌﾞﾙｰ K,ｋｇ,001,711076,1
S711076I01420,BZG9875T 10-8724 ﾊﾟｰﾙｼﾙﾊﾞｰ K,ｋｇ,001,711076,1
S711076I01421,BZG9875T 10-8726 ﾌﾞﾙｰﾊﾟｰﾙ K,ｋｇ,001,711076,1
S711076I01422,BZG9875T 10-8729 ﾒﾀﾘｯｸﾌﾞﾙｰ K,ｋｇ,001,711076,1
S711076I01423,BZG9875T 10-9210 ｸﾞﾚｰﾒﾀ K,ｋｇ,001,711076,1
S711076I01424,BZG9875T 10-9432 ﾑﾗｻｷﾒﾀ K,ｋｇ,001,711076,1
S711076I01425,BZG9875T 10-9433 ﾑﾗｻｷﾒﾀﾘｯｸ K,ｋｇ,001,711076,1
S711076I01426,BZG9875T 10-9434 ﾑﾗｻｷﾒﾀ K,ｋｇ,001,711076,1
S711076I01427,BZG9875T 10-9435 ﾑﾗｻｷﾊﾟｰﾙ K,ｋｇ,001,711076,1
S711076I01428,BZG9875T 10-9436 ｶﾞｰﾈｯﾄﾊﾟｰﾌﾟﾙ　K,ｋｇ,001,711076,1
S711076I01429,BZG9875T 11-1640 ｼﾛ K,ｋｇ,001,711076,1
